route_id,trip_id,service_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,drt_advance_book_min,bikes_allowed,peak_offpeak,boarding_type
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1026,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1027,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1028,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1029,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1030,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1031,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1032,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1033,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1034,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1035,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1036,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1037,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1038,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1039,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1040,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1041,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1042,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1043,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1044,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1045,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1046,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1047,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1048,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1049,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1050,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1051,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1052,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1053,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1054,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1055,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1056,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1057,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1058,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1059,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1060,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1061,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1062,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1063,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1064,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1065,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1066,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1067,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1068,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1069,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1070,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1071,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1072,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1073,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1074,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1075,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1076,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1077,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1078,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1079,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1080,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1081,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1082,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1083,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1084,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1085,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1086,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1087,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1088,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1089,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1090,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1091,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1092,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1093,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1094,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1095,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1096,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1097,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1098,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1099,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1100,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1101,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1102,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1103,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1104,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
100479,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday_100479_1105,LLR_2024-04-27_Apr5_Link_ELSL_Spring2024_Saturday,,Northgate,1,,99914:990006,1,0.0,1,0,0
